id,character_type,style,complexion,trait_count,item_1,item_2,item_3,item_4,item_5,item_6,item_7
9041,Person,Woman,Deep,3,Dark Lipstick,Head Wrap,Ear Ring,,,,
9042,Person,Woman,Deep,4,Blue Makeup,Free Hair,Violet Lipstick,Ear Ring,,,
9043,Person,Woman,Tan,3,Smoking Pipe,Loose Hair,Blue Clown Eyes,,,,
9044,Person,Woman,Fair,4,Untidy Hair,Dark Lipstick,Green Makeup,Smoke Stick,,,
9045,Person,Man,Fair,3,Side Burns,Head Band,Patch Eye,,,,
9046,Person,Man,Fair,4,Dress Hat,Retro Shades,Ear Ring,Happy Face,,,
9047,Person,Man,Pale,2,Head Wrap,Stubble Beard,,,,,
9048,Person,Man,Pale,2,Dark Front Beard,Violet Hair,,,,,
9049,Person,Man,Fair,4,Head Wrap,Blue Clown Eyes,Rich Beard,Steel Chain,,,
9050,Person,Woman,Deep,4,Dark Lipstick,Retro Shades,Thin Hair,Pink Cheeks,,,
9051,Person,Man,Tan,3,Ear Ring,Wacky Hair,Smoking Pipe,,,,
9052,Person,Woman,Tan,3,Blue Makeup,Golden Chain,Golden Bob,,,,
9053,Person,Woman,Fair,4,Beauty Mark,Tassel Cap,Vapor Stick,Ear Ring,,,
9054,Person,Man,Deep,4,Violet Hair,Rim Glasses,Full Beard,Beauty Mark,,,
9055,Person,Man,Fair,3,Smoke Stick,Loose Hair,Beauty Mark,,,,
9056,Person,Man,Fair,4,Head Wrap,Stubble Beard,Happy Face,Beauty Mark,,,
9057,Person,Woman,Deep,2,Twin Tails,Violet Lipstick,,,,,
9058,Person,Woman,Pale,2,Twin Tails,Ear Ring,,,,,
9059,Person,Man,Fair,3,Large Shades,Dark Front Beard,Head Band,,,,
9060,Person,Man,Deep,2,Smoke Stick,Green Clown Hair,,,,,
9061,Person,Man,Deep,4,Moustache,Ear Ring,Rim Glasses,Dark Spike Cut,,,
9062,Person,Man,Tan,1,Handle Mustache,,,,,,
9063,Person,Woman,Fair,2,Beauty Mark,Orange Side Hair,,,,,
9064,Person,Woman,Fair,3,Wild White Hair,Work Goggles,Ear Ring,,,,
9065,Person,Man,Tan,4,Smoke Stick,Head Wrap,Dark Front Beard,Beauty Mark,,,
9066,Person,Woman,Deep,4,Large Shades,Dark Lipstick,Smooth Hair,Smoke Stick,,,
9067,Person,Woman,Deep,3,Large Shades,Smooth Hair,Smoke Stick,,,,
9068,Person,Woman,Deep,4,Tassel Cap,Smoking Pipe,Violet Lipstick,Ear Ring,,,
9069,Person,Man,Fair,3,Smoke Stick,Dark Beard,Violet Hair,,,,
9070,Person,Man,Deep,3,Smoke Stick,Handle Mustache,Wool Cap,,,,
9071,Person,Woman,Fair,3,Bright Lipstick,Side Shaved,Smoke Stick,,,,
9072,Person,Man,Fair,2,Jaw Beard,Green Clown Hair,,,,,
9073,Person,Woman,Fair,3,Dark Lipstick,Rim Glasses,Loose Hair,,,,
9074,Person,Woman,Pale,2,Tassel Cap,Face Mask,,,,,
9075,Person,Man,Deep,2,Thin Spike Cut,Patch Eye,,,,,
9076,Person,Man,Deep,3,Stubble Beard,Vapor Stick,Wool Cap,,,,
9077,Person,Man,Pale,3,Funny Nose,Ear Ring,Spike Cut,,,,
9078,Person,Woman,Fair,3,Side Shaved,Ear Ring,Blue Clown Eyes,,,,
9079,Person,Man,Fair,3,Stubble Beard,Patch Eye,Ranch Hat,,,,
9080,Person,Man,Tan,4,Loose Hair,Large Shades,Moustache,Happy Face,,,
9081,Person,Woman,Deep,3,Twin Tails,Ear Ring,Smoke Stick,,,,
9082,Person,Man,Tan,3,Head Wrap,Large Shades,Stubble Beard,,,,
9083,Person,Man,Fair,3,Hooded Top,Rim Glasses,Happy Face,,,,
9084,Person,Man,Tan,4,Side Burns,Ear Ring,Pink Cheeks,Spike Cut,,,
9085,Person,Man,Tan,2,Front Facial Hair,Soft Cap,,,,,
9086,Person,Woman,Fair,3,Orange Side Hair,Vapor Stick,Rim Glasses,,,,
9087,Person,Man,Deep,2,Officer Cap,Retro Shades,,,,,
9088,Person,Man,Deep,3,Ear Ring,Head Band,Beauty Mark,,,,
9089,Person,Man,Fair,2,Forward Cap,Sad Face,,,,,
9090,Person,Man,Fair,4,Sad Face,Dark Front Beard,Ear Ring,Bald Head,,,
9091,Person,Woman,Fair,2,Head Wrap,Patch Eye,,,,,
9092,Person,Man,Pale,3,Hooded Top,Patch Eye,Full Beard,,,,
9093,Person,Man,Fair,4,Jaw Beard,Dress Hat,Ear Ring,Patch Eye,,,
9094,Person,Man,Tan,4,Face Mask,Sharp Spike,Stubble Beard,Ear Ring,,,
9095,Person,Woman,Fair,2,Purple Makeup,Loose Hair,,,,,
9096,Person,Man,Fair,4,Large Shades,Steel Chain,Free Hair,Goatee,,,
9097,Person,Man,Fair,5,Free Hair,Vapor Stick,Ear Ring,Study Glasses,Happy Face,,
9098,Person,Man,Pale,2,Green Clown Hair,Standard Shades,,,,,
9099,Person,Man,Fair,4,Smoke Stick,Moustache,Ear Ring,Wacky Hair,,,
9100,Person,Man,Deep,3,Dark Beard,Hooded Top,Patch Eye,,,,
9101,Person,Man,Tan,4,Smoke Stick,Head Wrap,Ear Ring,Study Glasses,,,
9102,Person,Woman,Fair,3,Green Clown Eyes,Green Clown Hair,Violet Lipstick,,,,
9103,Person,Man,Tan,2,Moustache,Spike Cut,,,,,
9104,Person,Man,Fair,3,Hooded Top,Handle Mustache,Vision Gear,,,,
9105,Person,Woman,Fair,3,Funny Nose,Steel Chain,Dark Spike Cut,,,,
9106,Person,Man,Tan,4,Thin Hair,Smoke Stick,Front Facial Hair,Standard Shades,,,
9107,Person,Woman,Fair,3,Funny Nose,Dark Lipstick,Dark Spike Cut,,,,
9108,Person,Man,Deep,3,Dark Beard,Ear Ring,Bald Head,,,,
9109,Person,Woman,Fair,3,Dark Lipstick,Wild Blonde Hair,Ear Ring,,,,
9110,Person,Man,Tan,4,Sad Face,Side Burns,Ear Ring,Spike Cut,,,
9111,Person,Woman,Tan,2,Wool Cap,Large Shades,,,,,
9112,Person,Man,Fair,3,Front Teeth,Stubble Beard,Dark Spike Cut,,,,
9113,Person,Man,Pale,4,Smoke Stick,Loose Hair,Sad Face,Stubble Beard,,,
9114,Person,Man,Fair,3,Loose Hair,Ear Ring,Beauty Mark,,,,
9115,Person,Man,Tan,3,Thin Spike Cut,Side Burns,Depth Glasses,,,,
9116,Person,Man,Deep,2,Rich Beard,Head Rag,,,,,
9117,Person,Man,Fair,3,Dark Beard,Thin Spike Cut,Ear Ring,,,,
9118,Person,Man,Tan,2,Violet Hair,Standard Shades,,,,,
9119,Person,Man,Pale,3,Stubble Beard,Retro Shades,Head Rag,,,,
9120,Person,Woman,Fair,3,Tassel Cap,Smoking Pipe,Violet Lipstick,,,,
9121,Person,Man,Fair,4,Forward Cap,Stubble Beard,Ear Ring,Study Glasses,,,
9122,Person,Man,Tan,3,Loose Hair,Face Mask,Rich Beard,,,,
9123,Person,Man,Deep,3,Loose Hair,Stubble Beard,Patch Eye,,,,
9124,Person,Man,Deep,4,Stubble Beard,Steel Chain,Retro Shades,Bald Head,,,
9125,Person,Woman,Tan,3,Funny Nose,Large Shades,Wild Blonde Hair,,,,
9126,Person,Woman,Tan,4,Green Clown Eyes,Loose Hair,Violet Lipstick,Ear Ring,,,
9127,Person,Woman,Deep,3,Untidy Hair,Ear Ring,Smoke Stick,,,,
9128,Person,Man,Tan,4,Free Hair,Retro Shades,Ear Ring,Simple Beard,,,
9129,Person,Man,Fair,3,Warm Cap,Side Burns,Patch Eye,,,,
9130,Person,Man,Deep,3,Front Facial Hair,Violet Hair,Happy Face,,,,
9131,Person,Woman,Fair,3,Dark Lipstick,Wacky Hair,Ear Ring,,,,
9132,Person,Man,Deep,3,Smoke Stick,Ear Ring,Spike Cut,,,,
9133,Person,Man,Deep,3,Rich Beard,Tall Hat,Green Clown Eyes,,,,
9134,Person,Woman,Fair,3,Spike Cut,Patch Eye,Violet Lipstick,,,,
9135,Person,Man,Pale,3,Jaw Beard,Head Rag,Slim Shades,,,,
9136,Person,Woman,Fair,3,Golden Chain,Violet Lipstick,Smooth Dark Hair,,,,
9137,Person,Man,Deep,3,Rich Beard,Hooded Top,Depth Glasses,,,,
9138,Person,Man,Deep,3,Handle Mustache,Large Shades,Head Band,,,,
9139,Person,Man,Tan,4,Ear Ring,Study Glasses,Dark Spike Cut,Beauty Mark,,,
9140,Person,Man,Deep,2,Thin Hair,Rich Beard,,,,,
9141,Person,Man,Fair,2,Jaw Beard,Wacky Hair,,,,,
9142,Person,Man,Deep,4,Untidy Hair,Retro Shades,Ear Ring,Goatee,,,
9143,Person,Man,Deep,3,Night Hair,Ear Ring,Goatee,,,,
9144,Person,Man,Fair,3,Large Shades,Goatee,Spike Cut,,,,
9145,Person,Woman,Fair,1,Pink Cheeks,,,,,,
9146,Person,Man,Fair,3,Thin Hair,Dark Front Beard,Patch Eye,,,,
9147,Person,Woman,Deep,4,Beauty Mark,Rim Glasses,Bright Lipstick,Golden Bob,,,
9148,Person,Woman,Tan,2,Health Mask,Dark Spike Cut,,,,,
9149,Person,Woman,Tan,3,Wild White Hair,Purple Makeup,Smoke Stick,,,,
9150,Person,Man,Deep,2,Wacky Hair,Full Beard,,,,,
9151,Person,Woman,Deep,2,Orange Side Hair,Dark Lipstick,,,,,
9152,Person,Woman,Fair,3,Dark Lipstick,Deep Hair,Smoke Stick,,,,
9153,Person,Woman,Tan,2,Soft Cap,Purple Makeup,,,,,
9154,Person,Man,Pale,2,Thin Spike Cut,Jaw Beard,,,,,
9155,Person,Man,Fair,3,Sharp Spike,Study Glasses,Simple Beard,,,,
9156,Person,Man,Fair,4,Dark Beard,Forward Cap,Sad Face,Rim Glasses,,,
9157,Person,Man,Deep,4,Thin Hair,Stubble Beard,Ear Ring,Patch Eye,,,
9158,Person,Man,Fair,3,Large Shades,Dress Hat,Goatee,,,,
9159,Person,Man,Tan,3,Hooded Top,Stubble Beard,Study Glasses,,,,
9160,Person,Woman,Tan,3,Dark Lipstick,Flight Helmet,Health Mask,,,,
9161,Person,Man,Fair,3,Head Wrap,Simple Beard,Standard Shades,,,,
9162,Person,Man,Fair,3,Smoke Stick,Dark Front Beard,Pink Cheeks,,,,
9163,Person,Woman,Tan,4,Dark Lipstick,Head Wrap,Ear Ring,Study Glasses,,,
9164,Person,Woman,Pale,3,Untidy Hair,Violet Lipstick,Ear Ring,,,,
9165,Person,Man,Pale,3,Smoke Stick,Loose Hair,Standard Shades,,,,
9166,Person,Man,Tan,3,Sad Face,Officer Cap,Study Glasses,,,,
9167,Person,Woman,Deep,3,Wild White Hair,Dark Lipstick,Purple Makeup,,,,
9168,Person,Man,Deep,4,Side Burns,Wool Cap,Happy Face,Vision Gear,,,
9169,Person,Man,Tan,2,Sharp Spike,Depth Glasses,,,,,
9170,Person,Man,Tan,3,Simple Beard,Standard Shades,Ranch Hat,,,,
9171,Person,Man,Tan,3,Front Facial Hair,Soft Cap,Study Glasses,,,,
9172,Person,Man,Deep,3,Stubble Beard,Dress Hat,Study Glasses,,,,
9173,Person,Man,Pale,3,Soft Cap,Retro Shades,Goatee,,,,
9174,Person,Man,Pale,2,Thin Hair,Dark Front Beard,,,,,
9175,Person,Man,Deep,3,Vapor Stick,Goatee,Green Clown Hair,,,,
9176,Person,Man,Tan,2,Dark Front Beard,Wacky Hair,,,,,
9177,Person,Woman,Tan,3,Purple Makeup,Bright Lipstick,Side Shaved,,,,
9178,Person,Man,Tan,4,Smoke Stick,Front Facial Hair,Ear Ring,Study Glasses,,,
9179,Person,Man,Tan,3,Smoke Stick,Dark Beard,Spike Cut,,,,
9180,Person,Man,Tan,4,Head Wrap,Rich Beard,Large Shades,Ear Ring,,,
9181,Person,Woman,Tan,3,Soft Cap,Large Shades,Dark Lipstick,,,,
9182,Person,Woman,Tan,3,Head Wrap,Rim Glasses,Ear Ring,,,,
9183,Person,Woman,Deep,3,Red Spike Cut,Dark Lipstick,Blue Clown Eyes,,,,
9184,Person,Man,Deep,3,Smoke Stick,Untidy Hair,Rich Beard,,,,
9185,Person,Man,Pale,2,Violet Hair,Simple Beard,,,,,
9186,Person,Woman,Pale,3,Wool Cap,Violet Lipstick,Study Glasses,,,,
9187,Person,Man,Fair,3,Thin Spike Cut,Ear Ring,Goatee,,,,
9188,Person,Woman,Fair,4,Wild White Hair,Bright Lipstick,Ear Ring,Smoke Stick,,,
9189,Person,Man,Deep,3,Front Facial Hair,Dress Hat,Ear Ring,,,,
9190,Person,Man,Pale,2,Ear Ring,Slim Shades,,,,,
9191,Person,Woman,Fair,3,Green Clown Eyes,Wild Blonde Hair,Violet Lipstick,,,,
9192,Person,Man,Deep,3,Side Burns,Happy Face,Spike Cut,,,,
9193,Person,Woman,Fair,3,Wild White Hair,Green Clown Eyes,Smoke Stick,,,,
9194,Person,Woman,Pale,2,Tassel Cap,Bright Lipstick,,,,,
9195,Person,Woman,Pale,2,Short Blonde Hair,Study Glasses,,,,,
9196,Person,Man,Fair,2,Wacky Hair,Green Clown Eyes,,,,,
9197,Person,Man,Tan,2,Dark Front Beard,Bald Head,,,,,
9198,Person,Man,Deep,2,Head Wrap,Depth Glasses,,,,,
9199,Person,Man,Fair,3,Vapor Stick,Moustache,Head Band,,,,
9200,Person,Woman,Fair,2,Face Mask,Dark Spike Cut,,,,,
9201,Person,Woman,Fair,2,Work Goggles,Smooth Blonde Hair,,,,,
9202,Person,Man,Deep,3,Untidy Hair,Large Shades,Smoking Pipe,,,,
9203,Undead,Man,Plain,4,Funny Nose,Forward Cap,Goatee,Beauty Mark,,,
9204,Person,Man,Fair,3,Thin Hair,Smoke Stick,Green Clown Eyes,,,,
9205,Person,Woman,Tan,4,Beauty Mark,Large Shades,Ear Ring,Smooth Dark Hair,,,
9206,Person,Man,Fair,4,Handle Mustache,Head Band,Smoking Pipe,Patch Eye,,,
9207,Person,Man,Deep,4,Hooded Top,Stubble Beard,Vapor Stick,Study Glasses,,,
9208,Person,Man,Fair,2,Stubble Beard,Vapor Stick,,,,,
9209,Person,Man,Deep,3,Thin Hair,Smoke Stick,Rich Beard,,,,
9210,Person,Man,Fair,4,Dark Beard,Thin Spike Cut,Ear Ring,Patch Eye,,,
9211,Person,Woman,Deep,4,Dark Lipstick,Steel Chain,Side Shaved,Blue Clown Eyes,,,
9212,Person,Man,Pale,3,Head Wrap,Rich Beard,Patch Eye,,,,
9213,Person,Woman,Deep,4,Green Clown Eyes,Bright Lipstick,Deep Hair,Ear Ring,,,
9214,Person,Man,Fair,2,Face Mask,Tall Hat,,,,,
9215,Person,Woman,Pale,3,Beauty Mark,Thin Hair,Violet Lipstick,,,,
9216,Person,Man,Tan,3,Night Hair,Golden Chain,Rim Glasses,,,,
9217,Person,Woman,Deep,3,Purple Makeup,Thin Spike Cut,Ear Ring,,,,
9218,Person,Man,Deep,3,Front Facial Hair,Bald Head,Patch Eye,,,,
9219,Person,Man,Deep,2,Night Hair,Depth Glasses,,,,,
9220,Person,Man,Tan,3,Large Shades,Jaw Beard,Violet Hair,,,,
9221,Person,Man,Tan,3,Smoke Stick,Retro Shades,Dark Spike Cut,,,,
9222,Person,Man,Pale,2,Study Glasses,Wool Cap,,,,,
9223,Person,Woman,Deep,3,Pink Hair Hat,Standard Shades,Violet Lipstick,,,,
9224,Person,Woman,Tan,3,Vapor Stick,Wild White Hair,Ear Ring,,,,
9225,Person,Man,Fair,3,Head Wrap,Side Burns,Smoking Pipe,,,,
9226,Person,Man,Deep,3,Sharp Spike,Handle Mustache,Large Shades,,,,
9227,Person,Man,Pale,2,Blue Clown Eyes,Head Band,,,,,
9228,Person,Woman,Deep,3,Dark Lipstick,Spike Cut,Rim Glasses,,,,
9229,Person,Woman,Tan,3,Vapor Stick,Wacky Hair,Retro Shades,,,,
9230,Person,Woman,Pale,3,Tassel Cap,Smoking Pipe,Dark Lipstick,,,,
9231,Person,Man,Fair,3,Thin Hair,Moustache,Standard Shades,,,,
9232,Person,Man,Deep,2,Smoke Stick,Dress Hat,,,,,
9233,Person,Man,Fair,3,Head Wrap,Ear Ring,Green Clown Eyes,,,,
9234,Person,Man,Tan,3,Rich Beard,Wool Cap,Health Mask,,,,
9235,Person,Man,Fair,4,Smoke Stick,Funny Nose,Dark Beard,Hooded Top,,,
9236,Person,Man,Fair,2,Retro Shades,Dark Spike Cut,,,,,
9237,Person,Woman,Tan,4,Orange Side Hair,Ear Ring,Blue Clown Eyes,Smoke Stick,,,
9238,Person,Man,Tan,2,Bald Head,Standard Shades,,,,,
9239,Person,Man,Tan,3,Handle Mustache,Large Shades,Wacky Hair,,,,
9240,Person,Woman,Deep,2,Beauty Mark,Orange Side Hair,,,,,
9241,Person,Man,Deep,4,Ear Ring,Standard Shades,Full Beard,Dark Spike Cut,,,
9242,Person,Man,Fair,3,Sad Face,Moustache,Wool Cap,,,,
9243,Person,Man,Deep,3,Sharp Spike,Moustache,Beauty Mark,,,,
9244,Person,Woman,Deep,4,Funny Nose,Green Clown Eyes,Bright Lipstick,Free Hair,,,
9245,Person,Man,Tan,4,Dress Hat,Moustache,Ear Ring,Study Glasses,,,
9246,Person,Man,Pale,1,Green Clown Eyes,,,,,,
9247,Person,Woman,Fair,3,Face Mask,Smooth Hair,Violet Lipstick,,,,
9248,Person,Woman,Fair,3,Head Wrap,Bright Lipstick,Vision Gear,,,,
9249,Person,Man,Tan,3,Smoke Stick,Forward Cap,Stubble Beard,,,,
9250,Person,Man,Tan,4,Untidy Hair,Handle Mustache,Retro Shades,Ear Ring,,,
9251,Person,Man,Tan,3,Thin Hair,Study Glasses,Health Mask,,,,
9252,Person,Man,Fair,3,Free Hair,Vapor Stick,Standard Shades,,,,
9253,Person,Woman,Fair,3,Tassel Cap,Bright Lipstick,Ear Ring,,,,
9254,Person,Man,Fair,3,Stubble Beard,Green Clown Hair,Patch Eye,,,,
9255,Person,Man,Fair,2,Dark Beard,Dark Spike Cut,,,,,
9256,Person,Man,Fair,3,Thin Spike Cut,Moustache,Depth Glasses,,,,
9257,Person,Woman,Deep,2,Bright Lipstick,Blue Clown Eyes,,,,,
9258,Person,Woman,Tan,3,Work Goggles,Smooth Hair,Smoke Stick,,,,
9259,Person,Man,Tan,2,Thin Hair,Sad Face,,,,,
9260,Person,Man,Deep,3,Soft Cap,Side Burns,Rim Glasses,,,,
9261,Person,Woman,Tan,2,Face Mask,Loose Hair,,,,,
9262,Person,Man,Fair,4,Violet Hair,Vapor Stick,Ear Ring,Slim Shades,,,
9263,Person,Man,Fair,2,Head Rag,Patch Eye,,,,,
9264,Person,Man,Tan,4,Funny Nose,Forward Cap,Stubble Beard,Vision Gear,,,
9265,Primate,Man,Plain,2,Head Wrap,Large Shades,,,,,
9266,Person,Man,Deep,4,Blue Clown Eyes,Stubble Beard,Dark Spike Cut,Beauty Mark,,,
9267,Person,Man,Fair,3,Sharp Spike,Ear Ring,Depth Glasses,,,,
9268,Person,Man,Fair,3,Freckles,Goatee,Bald Head,,,,
9269,Person,Woman,Fair,3,Dark Lipstick,Head Wrap,Ear Ring,,,,
9270,Person,Woman,Pale,4,Large Shades,Dark Lipstick,Thin Hair,Ear Ring,,,
9271,Person,Woman,Tan,4,Wool Cap,Purple Makeup,Bright Lipstick,Ear Ring,,,
9272,Person,Man,Deep,3,Smoking Pipe,Head Rag,Green Clown Eyes,,,,
9273,Person,Man,Fair,3,Front Facial Hair,Retro Shades,Wacky Hair,,,,
9274,Person,Man,Deep,3,Rich Beard,Study Glasses,Bald Head,,,,
9275,Person,Man,Tan,3,Officer Cap,Stubble Beard,Study Glasses,,,,
9276,Person,Man,Fair,3,Officer Cap,Simple Beard,Smoking Pipe,,,,
9277,Person,Man,Tan,2,Head Wrap,Jaw Beard,,,,,
9278,Person,Woman,Pale,3,Smooth Blonde Hair,Bright Lipstick,Ear Ring,,,,
9279,Person,Man,Tan,4,Sad Face,Stubble Beard,Violet Hair,Ear Ring,,,
9280,Primate,Man,Plain,2,Depth Glasses,Ranch Hat,,,,,
9281,Person,Man,Fair,3,Dark Front Beard,Retro Shades,Spike Cut,,,,
9282,Person,Man,Tan,2,Dress Hat,Full Beard,,,,,
9283,Person,Man,Deep,3,Sad Face,Vision Gear,Spike Cut,,,,
9284,Person,Man,Tan,2,Dark Beard,Study Glasses,,,,,
9285,Person,Man,Fair,3,Dark Beard,Wacky Hair,Standard Shades,,,,
9286,Person,Woman,Tan,3,Smoking Pipe,Head Wrap,Bright Lipstick,,,,
9287,Person,Man,Deep,4,Untidy Hair,Stubble Beard,Ear Ring,Patch Eye,,,
9288,Person,Woman,Tan,4,Smoking Pipe,Dark Lipstick,Free Hair,Ear Ring,,,
9289,Person,Man,Fair,4,Smoke Stick,Soft Cap,Sad Face,Study Glasses,,,
9290,Person,Man,Tan,4,Goatee,Smoking Pipe,Green Clown Hair,Standard Shades,,,
9291,Person,Man,Deep,2,Front Teeth,Thin Spike Cut,,,,,
9292,Person,Man,Tan,3,Untidy Hair,Freckles,Patch Eye,,,,
9293,Person,Man,Deep,3,Smoke Stick,Handle Mustache,Thin Spike Cut,,,,
9294,Person,Man,Pale,2,Officer Cap,Study Glasses,,,,,
9295,Person,Woman,Pale,3,Beauty Mark,Smoking Pipe,Smooth Dark Hair,,,,
9296,Person,Man,Deep,3,Untidy Hair,Goatee,Vision Gear,,,,
9297,Person,Man,Deep,3,Handle Mustache,Wacky Hair,Vision Gear,,,,
9298,Person,Man,Pale,3,Night Hair,Smoke Stick,Large Shades,,,,
9299,Person,Man,Pale,2,Forward Cap,Handle Mustache,,,,,
9300,Person,Man,Tan,2,Forward Cap,Happy Face,,,,,
9301,Person,Woman,Deep,3,Dark Lipstick,Purple Makeup,Smooth Dark Hair,,,,
9302,Person,Man,Tan,4,Smoke Stick,Loose Hair,Dark Front Beard,Study Glasses,,,
9303,Person,Woman,Tan,2,Dark Spike Cut,Blue Clown Eyes,,,,,
9304,Person,Woman,Deep,3,Beauty Mark,Untidy Hair,Ear Ring,,,,
9305,Person,Man,Fair,4,Smoke Stick,Dark Front Beard,Dark Spike Cut,Beauty Mark,,,
9306,Person,Man,Deep,2,Forward Cap,Retro Shades,,,,,
9307,Person,Woman,Tan,3,Purple Makeup,Thin Hair,Smoke Stick,,,,
9308,Person,Woman,Fair,2,Rim Glasses,Golden Bob,,,,,
9309,Person,Woman,Tan,3,Blue Makeup,Dark Lipstick,Spike Cut,,,,
9310,Person,Woman,Fair,3,Smooth Blonde Hair,Smoke Stick,Study Glasses,,,,
9311,Person,Woman,Deep,3,Pink Hair Hat,Violet Lipstick,Blue Clown Eyes,,,,
9312,Person,Woman,Fair,3,Untidy Hair,Green Clown Eyes,Bright Lipstick,,,,
9313,Person,Woman,Tan,2,Untidy Hair,Face Mask,,,,,
9314,Person,Man,Fair,2,Warm Cap,Sad Face,,,,,
9315,Person,Man,Tan,3,Retro Shades,Moustache,Wacky Hair,,,,
9316,Person,Man,Deep,5,Large Shades,Jaw Beard,Ear Ring,Wacky Hair,Happy Face,,
9317,Person,Woman,Tan,2,Orange Side Hair,Bright Lipstick,,,,,
9318,Person,Man,Deep,3,Funny Nose,Large Shades,Dark Spike Cut,,,,
9319,Person,Man,Tan,3,Head Wrap,Blue Clown Eyes,Steel Chain,,,,
9320,Person,Woman,Pale,2,Beauty Mark,Head Wrap,,,,,
9321,Person,Man,Tan,3,Moustache,Rim Glasses,Spike Cut,,,,
9322,Person,Man,Deep,3,Soft Cap,Stubble Beard,Patch Eye,,,,
9323,Person,Man,Pale,3,Dark Front Beard,Retro Shades,Head Band,,,,
9324,Person,Woman,Deep,4,Dark Lipstick,Green Clown Eyes,Ear Ring,Smooth Dark Hair,,,
9325,Person,Woman,Fair,3,Dark Lipstick,Work Goggles,Smooth Hair,,,,
9326,Person,Woman,Deep,4,Soft Cap,Standard Shades,Violet Lipstick,Ear Ring,,,
9327,Person,Woman,Fair,2,Blue Makeup,Smooth Dark Hair,,,,,
9328,Person,Man,Deep,4,Thin Hair,Golden Chain,Ear Ring,Rim Glasses,,,
9329,Person,Man,Fair,4,Soft Cap,Front Teeth,Stubble Beard,Ear Ring,,,
9330,Person,Man,Deep,2,Sad Face,Rim Glasses,,,,,
9331,Person,Woman,Fair,3,Bright Lipstick,Dark Spike Cut,Blue Clown Eyes,,,,
9332,Person,Woman,Pale,2,Work Goggles,Side Shaved,,,,,
9333,Person,Woman,Fair,4,Dark Lipstick,Rim Glasses,Thin Spike Cut,Ear Ring,,,
9334,Person,Woman,Tan,2,Patch Eye,Thin Hair,,,,,
9335,Person,Man,Deep,3,Retro Shades,Ear Ring,Bald Head,,,,
9336,Person,Man,Fair,4,Handle Mustache,Happy Face,Spike Cut,Green Clown Eyes,,,
9337,Person,Man,Tan,3,Rich Beard,Ear Ring,Spike Cut,,,,
9338,Person,Woman,Deep,3,Green Clown Eyes,Violet Lipstick,Smooth Dark Hair,,,,
9339,Person,Woman,Tan,3,Crown Band,Green Clown Eyes,Bright Lipstick,,,,
9340,Person,Man,Fair,3,Rich Beard,Thin Spike Cut,Ear Ring,,,,
9341,Person,Woman,Fair,3,Beauty Mark,Wild White Hair,Dark Lipstick,,,,
9342,Person,Man,Fair,4,Jaw Beard,Ear Ring,Wool Cap,Standard Shades,,,
9343,Person,Man,Deep,3,Large Shades,Ear Ring,Spike Cut,,,,
9344,Person,Man,Fair,3,Hooded Top,Retro Shades,Simple Beard,,,,
9345,Person,Man,Fair,2,Front Facial Hair,Spike Cut,,,,,
9346,Person,Man,Fair,4,Dark Front Beard,Vapor Stick,Vision Gear,Bald Head,,,
9347,Person,Man,Tan,2,Violet Hair,Green Clown Eyes,,,,,
9348,Person,Woman,Pale,2,Spike Cut,Bright Lipstick,,,,,
9349,Person,Woman,Fair,3,Wacky Hair,Bright Lipstick,Smoke Stick,,,,
9350,Person,Man,Pale,3,Dark Front Beard,Slim Shades,Ranch Hat,,,,
9351,Person,Man,Fair,3,Ear Ring,Spike Cut,Slim Shades,,,,
9352,Person,Man,Deep,2,Tall Hat,Standard Shades,,,,,
9353,Person,Woman,Deep,3,Untidy Hair,Face Mask,Dark Lipstick,,,,
9354,Person,Man,Pale,3,Violet Hair,Ear Ring,Study Glasses,,,,
9355,Person,Man,Fair,4,Head Wrap,Rich Beard,Sad Face,Ear Ring,,,
9356,Person,Man,Fair,2,Night Hair,Study Glasses,,,,,
9357,Person,Man,Fair,3,Sad Face,Jaw Beard,Spike Cut,,,,
9358,Person,Woman,Deep,3,Tassel Cap,Blue Makeup,Ear Ring,,,,
9359,Person,Woman,Fair,4,Green Makeup,Wacky Hair,Violet Lipstick,Ear Ring,,,
9360,Person,Man,Fair,2,Rich Beard,Ranch Hat,,,,,
9361,Person,Man,Tan,3,Head Wrap,Face Mask,Rich Beard,,,,
9362,Person,Man,Deep,4,Wool Cap,Happy Face,Standard Shades,Beauty Mark,,,
9363,Person,Man,Fair,2,Forward Cap,Green Clown Eyes,,,,,
9364,Person,Man,Deep,2,Handle Mustache,Dark Spike Cut,,,,,
9365,Person,Man,Pale,2,Smoke Stick,Loose Hair,,,,,
9366,Person,Woman,Tan,4,Smoking Pipe,Blue Makeup,Side Shaved,Ear Ring,,,
9367,Person,Woman,Tan,2,Smooth Hair,Blue Clown Eyes,,,,,
9368,Undead,Man,Plain,2,Hooded Top,Ear Ring,,,,,
9369,Person,Woman,Deep,3,Soft Cap,Face Mask,Ear Ring,,,,
9370,Person,Woman,Tan,3,Green Makeup,Thin Hair,Ear Ring,,,,
9371,Person,Man,Fair,3,Side Burns,Dress Hat,Patch Eye,,,,
9372,Person,Man,Fair,3,Thin Hair,Front Facial Hair,Patch Eye,,,,
9373,Person,Woman,Fair,3,Dark Lipstick,Flight Helmet,Smoke Stick,,,,
